Jersey_Number	DOB	City	State	Country	Birth_Country	Height	Weight	Shoots	Draft_Year	Draft_Round	Draft_Pick	Signed	Age	First_Name	Last_Name	Team	Prev_Team	Pos	Games_Curr_Team	Games_Other	Games_Other2	Games_Played	Goals	Assists	Penalty_Mins	Total_Points	Plus_Minus
68	11/24/1989	Kitchener	ON	CAN	CAN	73	180	L	2009	5	130		26	Mike	Hoffman	OTT	OTT	LW	77	 	 	78	29	30	19	59	1
2	5/15/1987	St. Albert	AB	CAN	CAN	76	210	L					28	Nick	Holden	COL	COL	D	82	 	 	82	6	16	8	22	-1
24	1/14/1991	Toronto	ON	CAN	CAN	74	201	L	2009	1	15		25	Peter	Holland	TOR	TOR	C	64	 	 	65	9	18	13	27	-16
52	3/1/1988	Wapella	SK	CAN	CAN	72	194	R	2006	3	86		27	Bud	Holloway	MTL	MTL	C/RW	1	 	 	1	0	0	0	0	0
5	2/16/1988	Munich		DEU	DEU	75	215	R	2006	4	111		27	Korbinian	Holzer	ANA	ANA	D	30	 	 	29	0	3	3	3	-3
22	9/17/1978	Trail	BC	CAN	CAN	73	210	L	1998	4	99		37	Shawn	Horcoff	ANA	ANA	C/LW	59	 	 	59	6	9	6	15	1
72	1/1/1987	Sollentuna		SWE	SWE	71	189	R	2005	7	230		29	Patric	Hornqvist	PIT	PIT	RW	82	 	 	82	22	29	15	51	15
53	4/5/1995	London	ON	CAN	CAN	72	206	L	2013	1	9		20	Bo	Horvat	VAN	VAN	C	82	 	 	82	16	24	13	40	-30
81	1/12/1979	Stará Lubovna		SVK	SVK	73	207	L	1997	1	12		37	Marian	Hossa	CHI	CHI	RW	64	 	 	64	13	20	14	33	10
42	1/21/1992	Winnipeg	MB	CAN	CAN	74	189	L	2010	1	25		24	Quinton	Howden	FLA	FLA	C/LW	58	 	 	58	6	5	3	11	-1
	8/28/1991	Cadca		SVK	SVK	74	205	R				Y	24	Marek	Hrivik	NYR	NYR	RW/LW	4	 	 	5	0	1	0	1	3
11	6/4/1993	Saint-Jerome	QC	CAN	CAN	73	188	L	2011	1	3		22	Jonathan	Huberdeau	FLA	FLA	LW	76	 	 	76	20	39	21	59	17
24	1/4/1984	Olomouc		CZE	CZE	70	183	L	2002	2	58		32	Jiri	Hudler	FLA	CGY; FLA	RW/LW	52	19	 	72	16	30	17	46	-1
54	6/23/1994	Alma	QC	CAN	CAN	70	195	L	2012	5	122	Y	21	Charles	Hudon	MTL	MTL	LW	3	 	 	3	0	2	1	2	2
24	8/24/1988	Maple Ridge	BC	CAN	CAN	69	187	L					27	Brad	Hunt	EDM	EDM	D	7	 	 	7	0	0	0	0	-1
2	5/21/1985	Warren	MI	USA	USA	71	191	L	2004	7	224		30	Matt	Hunwick	TOR	TOR	D	60	 	 	60	2	8	5	10	-17
27	4/20/1993	Brockville	ON	CAN	CAN	74	183	L	2012	5	147	Y	22	Ben	Hutton	VAN	VAN	D	75	 	 	75	1	24	12	25	-21
11	6/9/1992	Toronto	ON	CAN	CAN	72	202	R	2010	5	123	Y	23	Zach	Hyman	TOR	TOR	C	16	 	 	16	4	2	2	6	0
12	7/1/1977	Edmonton	AB	CAN	CAN	73	210	R	1995	1	11		38	Jarome	Iginla	COL	COL	RW	82	 	 	82	22	25	16	47	-22
52	11/29/1987	Victoria	BC	CAN	CAN	73	207	L					28	Matt	Irwin	BOS	BOS	D	2	 	 	2	0	0	0	0	-5
5	3/5/1981	Trail	BC	CAN	CAN	72	203	L	1999	1	17		34	Barret	Jackman	NSH	NSH	D	72	 	 	73	1	4	1	5	1
	11/14/1981	Minot	ND	USA	USA	74	225	R	2001	2	38		34	Tim	Jackman	ANA	ANA	RW	2	 	 	2	0	0	0	0	-2
68	2/15/1972	Kladno		CZE	CZE	75	230	L	1990	1	5		43	Jaromir	Jagr	FLA	FLA	RW	79	 	 	79	27	39	21	66	23
13	12/8/1992	Stockholm		SWE	SWE	73	195	L	2013	3	79	Y	23	Mattias	Janmark	DAL	DAL	C	72	 	 	73	15	14	10	29	12
19	9/25/1991	Gävle		SWE	SWE	71	186	R	2010	2	51		24	Calle	Jarnkrok	NSH	NSH	C	80	 	 	81	16	14	6	30	1
23	3/23/1993	Omsk		RUS	CZE	74	217	L	2011	2	41		22	Dmitrij	Jaskin	STL	STL	RW/LW	65	 	 	65	4	9	5	13	3
15	2/27/1988	Sarnia	ON	CAN	CAN	73	205	L	2007	6	171		27	Dustin	Jeffrey	ARI	ARI	LW/C	7	 	 	7	1	1	1	2	2
38	6/15/1993	Dorchester	ON	CAN	CAN	74	215	L	2011	2	37		22	Boone	Jenner	CBJ	CBJ	C/LW	81	 	 	82	30	19	12	49	-15
92	7/31/1992	Vancouver	BC	CAN	CAN	75	218	R	2010	1	4		23	Ryan	Johansen	NSH	CBJ; NSH	C	38	41	 	80	14	46	25	60	6
90	10/6/1990	Landskrona		SWE	SWE	73	209	L	2009	1	24		25	Marcus	Johansson	WSH	WSH	LW/C	74	 	 	74	17	29	18	46	12
28	4/18/1992	Ellwood City	PA	USA	USA	76	225	R	2010	2	60	Y	23	Stephen	Johns	DAL	DAL	D	14	 	 	14	1	2	0	3	-6
6	3/21/1988	Bloomington	MN	USA	USA	76	232	R	2006	1	1		27	Erik	Johnson	COL	COL	D	73	 	 	73	11	16	9	27	-19
7	1/13/1987	Indianapolis	IN	USA	USA	73	230	L	2005	1	3		29	Jack	Johnson	CBJ	CBJ	D	59	 	 	60	6	8	3	14	-16
9	7/29/1990	Spokane	WA	USA	USA	68	185	R					25	Tyler	Johnson	TBL	TBL	C/RW	68	 	 	69	14	24	19	38	4
52	2/18/1994	Charlottetown	PE	CAN	CAN	77	232	L				Y	21	Ross	Johnston	NYI	NYI	LW	1	 	 	1	0	0	0	0	0
89	2/14/1992	Sudbury	ON	CAN	CAN	70	180	R				Y	23	Ryan	Johnston	MTL	MTL	D	3	 	 	3	0	0	0	0	1
36	4/1/1983	Kalajoki		FIN	FIN	71	198	L	2001	6	192		32	Jussi	Jokinen	FLA	FLA	LW/C	81	 	 	81	18	42	24	60	25
3	8/20/1991	Tampere		FIN	FIN	75	215	L	2011	7	195		24	Jyrki	Jokipakka	CGY	DAL; CGY	D	40	18	 	58	2	10	6	12	4
12	8/10/1984	Guelph	ON	CAN	CAN	75	208	R	2003	9	288		31	David	Jones	MIN	CGY; MIN	RW	58	16	 	75	11	7	6	18	-7
3	10/3/1994	Arlington	TX	USA	USA	76	208	R	2013	1	4		21	Seth	Jones	CBJ	NSH; CBJ	D	40	40	 	81	3	28	12	31	-14
16	7/14/1990	Burlington	ON	CAN	CAN	73	187	R					25	Josh	Jooris	CGY	CGY	C/RW	58	 	 	59	4	9	3	13	-1
47	7/17/1990	Zlin		CZE	CZE	73	195	L	2008	4	105		25	Michal	Jordan	CAR	CAR	D	36	 	 	36	1	0	0	1	-5
16	3/2/1991	Stockholm		SWE	SWE	72	190	L	2009	1	20		24	Jacob	Josefson	NJD	NJD	C/LW	57	 	 	58	4	10	3	14	-21
59	6/1/1990	Bern		CHE	CHE	73	201	L	2008	2	38		25	Roman	Josi	NSH	NSH	D	80	 	 	81	14	47	33	61	-3
26	12/28/1992	Kosice		SVK	SVK	73	203	L	2011	2	35		23	Tomas	Jurco	DET	DET	RW/LW	44	 	 	44	4	2	2	6	-6
43	10/6/1990	London	ON	CAN	CAN	72	192	L	2009	1	7		25	Nazem	Kadri	TOR	TOR	C	75	 	 	76	17	28	20	45	-15
51	3/17/1991	Omsk		RUS	RUS	75	200	L				Y	24	Sergey	Kalinin	NJD	NJD	C	77	 	 	78	8	7	3	15	-9
3	9/24/1988	Ann Arbor	MI	USA	USA	71	192	R	2007	4	93		27	Steven	Kampfer	FLA	FLA	D	47	 	 	47	0	4	0	4	5
9	8/2/1991	Vancouver	BC	CAN	CAN	74	204	L	2009	1	4		24	Evander	Kane	BUF	BUF	LW	65	 	 	65	20	15	9	35	-14
88	11/19/1988	Buffalo	NY	USA	USA	71	177	L	2007	1	1		27	Patrick	Kane	CHI	CHI	RW	82	 	 	82	46	60	41	106	17
37	7/23/1996	Kuopio		FIN	FIN	72	178	R	2014	1	22	Y	19	Kasperi	Kapanen	TOR	TOR	RW/LW	9	 	 	9	0	0	0	0	-3
65	5/31/1990	Landsbro		SWE	SWE	72	191	R	2008	1	15		25	Erik	Karlsson	OTT	OTT	D	81	 	 	82	16	66	35	82	-2
68	7/18/1990	Lycksele		SWE	SWE	72	180	R					25	Melker	Karlsson	SJS	SJS	C/RW	65	 	 	65	10	9	6	19	5
25	1/8/1993	Marsta		SWE	SWE	73	188	L	2011	2	53	Y	23	William	Karlsson	CBJ	CBJ	C	80	 	 	81	9	11	6	20	-9
44	1/24/1991	Windsor	ON	CAN	CAN	75	217	R	2009	1	13		25	Zack	Kassian	EDM	EDM	RW	35	 	 	36	3	5	2	8	-7
38	5/12/1981	North Vancouver	BC	CAN	CAN	72	200	L					34	Bracken	Kearns	NYI	NYI	C/LW	2	 	 	2	0	1	1	1	1
2	7/16/1983	Winnipeg	MB	CAN	CAN	73	192	L	2002	2	54		32	Duncan	Keith	CHI	CHI	D	67	 	 	67	9	34	15	43	13
23	11/11/1980	Toronto	ON	CAN	CAN	72	193	L	1999	3	94		35	Chris	Kelly	BOS	BOS	C/LW	11	 	 	11	2	0	0	2	3
41	4/7/1988	Kajaani		FIN	FIN	75	223	L					27	Joonas	Kemppainen	BOS	BOS	C	44	 	 	44	2	3	2	5	-6
41	2/28/1991	Riga		LVA	LVA	72	201	L					24	Ronalds	Kenins	VAN	VAN	LW	8	 	 	8	0	0	0	0	-1
48	7/15/1986	Sault Ste. Marie	ON	CAN	CAN	71	185	R	2004	4	99		29	Tyler	Kennedy	NJD	NJD	C/RW/LW	49	 	 	50	3	13	8	16	-14
36	1/4/1990	Stockholm		SWE	FIN	73	170	L				Y	26	Michael	Keranen	MIN	MIN	LW/RW/C	1	 	 	1	0	0	0	0	-1
67	7/24/1992	Hancock	MI	USA	USA	72	185	L				Y	23	Tanner	Kero	CHI	CHI	C	17	 	 	17	1	2	2	3	-2
17	8/31/1984	Livonia	MI	USA	USA	74	202	R	2003	1	23		31	Ryan	Kesler	ANA	ANA	C	79	 	 	79	21	32	19	53	5
81	10/2/1987	Madison	WI	USA	USA	72	202	R	2006	1	5		28	Phil	Kessel	PIT	PIT	RW	82	 	 	82	26	33	22	59	9
54	8/13/1994	Surrey	BC	CAN	CAN	75	214	L	2012	3	63	Y	21	Jujhar	Khaira	EDM	EDM	LW/C	15	 	 	15	0	2	2	2	-2
76	9/9/1993	Moscow		RUS	RUS	70	181	L	2011	2	40	Y	22	Alex	Khokhlachev	BOS	BOS	C/LW	5	 	 	5	0	0	0	0	-2
17	9/14/1989	Halifax	NS	CAN	CAN	74	198	L	2007	3	77		26	Alex	Killorn	TBL	TBL	C/LW/RW	80	 	 	81	14	26	18	40	14
46	2/10/1987	Sumperk		CZE	CZE	75	199	L	2005	1	19		28	Jakub	Kindl	FLA	DET; FLA	D	25	19	 	44	2	6	2	8	13
74	7/5/1989	Meadow Lake	SK	CAN	CAN	76	232	L	2007	4	109		26	Dwight	King	LAK	LAK	LW/RW	46	 	 	47	7	6	3	13	-6
77	7/20/1993	Karlstad		SWE	SWE	75	215	L	2011	1	19		22	Oscar	Klefbom	EDM	EDM	D	30	 	 	30	4	8	4	12	-4
8	12/13/1984	Kitchener	ON	CAN	CAN	73	202	R	2003	2	37		31	Kevin	Klein	NYR	NYR	D	68	 	 	69	9	17	4	26	16
3	8/14/1992	Gothenburg		SWE	SWE	74	180	R	2010	5	131		23	John	Klingberg	DAL	DAL	D	75	 	 	76	10	48	21	58	22
12	8/12/1986	Lethbridge	AB	CAN	CAN	75	214	L					29	Rob	Klinkhammer	EDM	EDM	LW	14	 	 	14	1	0	0	1	-6
53	9/10/1990	Oliver	BC	CAN	CAN	74	195	R	2009	5	135	Y	25	Corban	Knight	FLA	FLA	C	20	 	 	20	2	5	3	7	3
29	2/18/1994	Winchester	ON	CAN	CAN	74	198	L	2012	1	10	Y	21	Slater	Koekkoek	TBL	TBL	D	9	 	 	9	0	1	1	1	-1
9	3/12/1983	Turku		FIN	FIN	75	215	L	2001	1	6		32	Mikko	Koivu	MIN	MIN	C	81	 	 	82	17	39	18	56	6
47	1/23/1987	Narva		EST	FIN	71	211	L	2006	6	180		29	Leo	Komarov	TOR	TOR	C/LW/RW	67	 	 	67	19	17	7	36	-12
11	8/24/1987	Jesenice		SVN	SVN	75	224	L	2005	1	11		28	Anze	Kopitar	LAK	LAK	C	80	 	 	81	25	49	24	74	34
28	7/28/1986	Turku		FIN	FIN	73	193	L	2004	1	19		29	Lauri	Korpikoski	EDM	EDM	LW/RW	70	 	 	71	10	12	7	22	-17
72	1/24/1994	Richmond Hill	ON	CAN	CAN	71	185	R	2012	3	70	Y	22	Scott	Kosmachuk	WPG	WPG	RW	8	 	 	8	0	3	2	3	1
21	11/28/1985	Etobicoke	ON	CAN	CAN	73	210	R					30	Michael	Kostka	OTT	OTT	D	15	 	 	15	0	1	0	1	6
20	4/30/1991	Boxford	MA	USA	USA	75	226	L	2009	1	19		24	Chris	Kreider	NYR	NYR	LW	78	 	 	79	21	22	13	43	10
46	4/28/1986	Sternberk		CZE	CZE	72	186	R	2004	2	63		29	David	Krejci	BOS	BOS	C	72	 	 	72	17	46	28	63	4
55	1/12/1981	Stockholm		SWE	SWE	72	194	L	2000	1	29		35	Niklas	Kronwall	DET	DET	D	63	 	 	64	3	23	11	26	-21
47	4/12/1991	Livonia	MI	USA	USA	69	186	L					24	Torey	Krug	BOS	BOS	D	81	 	 	81	4	40	26	44	9
22	5/27/1990	Stockholm		SWE	SWE	72	186	L	2009	5	149		25	Marcus	Kruger	CHI	CHI	C	41	 	 	41	0	4	3	4	-5
86	6/17/1993	Moscow		RUS	RUS	71	178	L	2011	2	58		22	Nikita	Kucherov	TBL	TBL	RW/LW	77	 	 	77	30	36	25	66	9
34	1/21/1992	Landshut		DEU	DEU	74	196	L	2010	4	110	Y	24	Tom	Kuhnhackl	PIT	PIT	RW/LW	42	 	 	42	5	10	7	15	3
46	7/8/1993	Volketswil		CHE		74	198	L				Y	22	Dean	Kukan	CBJ	CBJ	D	8	 	 	8	0	0	0	0	9
61	1/6/1994	Edmonton	AB	CAN	CAN	74	187	L	2012	4	105	Y	22	Brett	Kulak	CGY	CGY	D	8	 	 	8	0	0	0	0	-2
86	7/14/1986	Magnitogorsk		RUS	RUS	73	225	L	2006	2	44		29	Nikolay	Kulemin	NYI	NYI	LW/RW	80	 	 	81	9	13	8	22	13
7	10/29/1990	Lipetsk		RUS	RUS	73	204	L	2009	1	14		25	Dmitry	Kulikov	FLA	FLA	D	74	 	 	74	1	16	9	17	8
14	9/26/1979	Regina	SK	CAN	CAN	72	195	L					36	Chris	Kunitz	PIT	PIT	LW	80	 	 	80	17	23	15	40	29
92	5/19/1992	Chelyabinsk		RUS	RUS	72	192	L	2010	1	26		23	Evgeny	Kuznetsov	WSH	WSH	C	82	 	 	82	20	57	43	77	27
58	5/19/1997	Stockholm		SWE	SWE	72	183	L	2015	2	60	Y	18	Oliver	Kylington	CGY	CGY	D	1	 	 	1	0	0	0	0	0
16	12/12/1985	Maple Ridge	BC	CAN	CAN	75	200	L	2004	1	4		30	Andrew	Ladd	CHI	WPG; CHI	LW	58	19	 	78	25	21	9	46	-13
23	6/23/1983	Wawota	SK	CAN	CAN	74	200	L	2001	6	193		32	Brooks	Laich	TOR	WSH; TOR	C	60	21	 	81	2	12	6	14	-13
51	4/24/1991	Sundsvall		SWE	SWE	72	184	L	2009	2	40		24	Anton	Lander	EDM	EDM	C	61	 	 	61	1	2	1	3	-9
92	11/23/1992	Stockholm		SWE	SWE	73	210	L	2011	1	2		23	Gabriel	Landeskog	COL	COL	LW	75	 	 	75	20	33	18	53	-5
71	7/30/1996	Waterford	MI	USA	USA	73	190	L	2014	1	15	Y	19	Dylan	Larkin	DET	DET	C	79	 	 	80	23	22	16	45	11
5	11/12/1992	Skellefteå		SWE	SWE	75	205	R	2011	1	4		23	Adam	Larsson	NJD	NJD	D	81	 	 	82	3	15	6	18	15
22	7/25/1992	Lau		SWE	SWE	71	200	L	2010	2	56		23	Johan	Larsson	BUF	BUF	LW/C	74	 	 	74	10	7	5	17	-4
46	5/25/1991	Kitchener	ON	CAN	CAN	72	207	R	2009	3	72		24	Michael	Latta	WSH	WSH	C	43	 	 	43	3	4	1	7	0
21	5/30/1994	Oakville	ON	CAN	CAN	73	190	L	2012	1	20		21	Scott	Laughton	PHI	PHI	C	70	 	 	71	7	14	7	21	-2
27	2/2/1995	Salmon Arm	BC	CAN	CAN	72	209	R	2013	1	17		21	Curtis	Lazar	OTT	OTT	RW/C	75	 	 	76	6	14	10	20	-1
44	4/21/1980	Ile Bizard	QC	CAN	CAN	76	215	L	1998	1	1		35	Vincent	Lecavalier	LAK	PHI; LAK	C	7	41	 	49	10	8	6	18	0
2	3/20/1991	Eden Prairie	MN	USA	USA	72	199	L	2009	1	16		24	Nick	Leddy	NYI	NYI	D	80	 	 	81	5	35	19	40	-9
27	7/3/1990	Edina	MN	USA	USA	75	228	L	2009	6	152		25	Anders	Lee	NYI	NYI	LW/C	79	 	 	80	15	21	13	36	-2
17	8/17/1980	Detroit	MI	USA	USA	74	207	L	1998	1	2		35	David	Legwand	BUF	BUF	C/LW	79	 	 	79	5	9	5	14	-4
12	12/23/1987	Helsinki		FIN	FIN	74	210	L	2008	3	65		28	Jori	Lehtera	STL	STL	C	79	 	 	79	9	25	11	34	12
58	2/15/1994	Saskatoon	SK	CAN	CAN	70	174	L	2012	4	117	Y	21	Taylor	Leier	PHI	PHI	LW	6	 	 	6	0	0	0	0	0
49	5/19/1994	Winnipeg	MB	CAN	CAN	69	165	L	2012	3	89	Y	21	Brendan	Leipsic	TOR	TOR	LW/C	4	 	 	6	1	2	2	3	-1
32	5/26/1993	Innisfil	ON	CAN	CAN	73	204	R	2011	3	86		22	Josh	Leivo	TOR	TOR	LW/RW	11	 	 	12	5	0	0	5	2
11	1/20/1986	Livonia	MI	USA	USA	70	175	L					30	Bryan	Lerg	SJS	SJS	C/LW	6	 	 	6	0	0	0	0	1
36	9/24/1995	Winnipeg	MB	CAN	CAN	76	213	R	2014	3	73	Y	20	Brett	Lernout	MTL	MTL	D	1	 	 	1	0	0	0	0	0
53	1/23/1993	Maple	ON	CAN	CAN	73	212	L	2011	2	56		23	Lucas	Lessio	MTL	MTL	LW	12	 	 	12	1	1	0	2	1
58	4/24/1987	Montreal	QC	CAN	CAN	72	201	R	2005	3	62		28	Kris	Letang	PIT	PIT	D	71	 	 	71	16	51	23	67	9
55	2/4/1985	Elk Point	AB	CAN	CAN	70	197	R					31	Mark	Letestu	EDM	EDM	C/RW	81	 	 	82	10	15	7	25	-21
22	1/8/1987	Salt Lake City	UT	USA	USA	73	199	R	2006	1	17		29	Trevor	Lewis	LAK	LAK	C	74	 	 	75	8	8	5	16	-10
26	11/25/1980	Indianapolis	IN	USA	USA	70	185	L	2000	5	159		35	John-Michael	Liles	BOS	CAR; BOS	D	63	17	 	81	6	15	8	21	-10
24	10/29/1991	Skellefteå		SWE	SWE	73	195	L	2010	2	57	Y	24	Oscar	Lindberg	NYR	NYR	C	67	 	 	68	13	15	9	28	12
46	7/22/1995	Stockholm		SWE	SWE	75	217	L	2013	4	102	Y	20	Tobias	Lindberg	TOR	TOR	RW	6	 	 	6	0	2	1	2	0
48	9/23/1993	Helsinki		FIN	FIN	75	198	L	2012	6	176	Y	22	Petteri	Lindbohm	STL	STL	D	10	 	 	10	0	0	0	0	-4
23	5/23/1994	Vantaa		FIN	FIN	75	215	L	2012	3	74	Y	21	Esa	Lindell	DAL	DAL	D	4	 	 	4	0	0	0	0	-3
16	12/2/1994	Boden		SWE	SWE	73	192	R	2013	1	5		21	Elias	Lindholm	CAR	CAR	C/RW	81	 	 	82	11	28	15	39	-23
47	1/20/1994	Helsingborg		SWE	SWE	75	205	L	2012	1	6		22	Hampus	Lindholm	ANA	ANA	D	80	 	 	80	10	18	8	28	7
46	7/10/1993	Regina	SK	CAN	CAN	72	183	R	2013	3	91	Y	22	JC	Lipon	WPG	WPG	RW	9	 	 	9	0	1	0	1	0
18	11/12/1987	Edmonton	AB	CAN	CAN	72	191	R	2006	1	12		28	Bryan	Little	WPG	WPG	C	57	 	 	57	17	25	14	42	-13
55	11/16/1992	Sodertalje		SWE	SWE	73	212	L	2012	7	209	Y	23	Viktor	Loov	TOR	TOR	D	1	 	 	4	0	2	0	2	4
12	2/20/1984	Concord	NH	USA	USA	73	206	R					31	Ben	Lovejoy	PIT	PIT	D	66	 	 	66	4	6	1	10	9
17	3/29/1993	St. Louis	MO	USA	USA	77	210	L	2011	3	67		22	Adam	Lowry	WPG	WPG	C/LW	73	 	 	74	7	10	6	17	-9
17	6/7/1988	Vancouver	BC	CAN	CAN	75	233	L	2006	2	50		27	Milan	Lucic	LAK	LAK	LW	80	 	 	81	20	35	25	55	26
19	9/23/1983	Fort Saskatchewan	AB	CAN	CAN	73	211	R	2002	1	7		32	Joffrey	Lupul	TOR	TOR	LW/RW	46	 	 	46	11	3	2	14	-10
3	8/22/1994	Jyväskylä		FIN	FIN	74	206	L	2012	1	22		21	Olli	Maatta	PIT	PIT	D	67	 	 	67	6	13	7	19	27
16	4/6/1985	Lloydminster	AB	CAN	CAN	72	195	L	2003	3	74		30	Clarke	MacArthur	OTT	OTT	LW	4	 	 	4	0	0	0	0	-1
47	9/7/1986	Judique	NS	CAN	CAN	73	204	L	2006	6	160		29	Andrew	MacDonald	PHI	PHI	D	27	 	 	28	1	7	5	8	10
17	6/11/1981	Sudbury	ON	CAN	CAN	71	181	L	1999	5	128		34	Derek	MacKenzie	FLA	FLA	C/LW	64	 	 	64	6	7	1	13	7
29	9/1/1995	Halifax	NS	CAN	CAN	72	195	R	2013	1	1		20	Nathan	MacKinnon	COL	COL	C/RW	72	 	 	72	21	31	15	52	-4
71	7/31/1986	Magnitogorsk		RUS	RUS	75	195	L	2004	1	2		29	Evgeni	Malkin	PIT	PIT	C/RW	57	 	 	57	27	31	21	58	1
24	5/20/1989	Miramichi	NB	CAN	CAN	74	207	L	2007	4	105		26	Brad	Malone	CAR	CAR	C/LW	57	 	 	57	2	4	3	6	-11
23	6/4/1990	Prince George	BC	CAN	CAN	73	205	L					25	Brandon	Manning	PHI	PHI	D	55	 	 	56	1	6	2	7	2
42	10/7/1991	Hinsdale	IL	USA	CAN	75	215	R	2011	6	160		24	Josh	Manson	ANA	ANA	D	71	 	 	71	5	10	3	15	11
39	9/16/1994	Longueuil	QC	CAN	CAN	77	214	L	2013	1	20	Y	21	Anthony	Mantha	DET	DET	RW/LW	10	 	 	10	2	1	0	3	-6
63	5/11/1988	Halifax	NS	CAN	CAN	69	181	L	2006	3	71		27	Brad	Marchand	BOS	BOS	LW	77	 	 	77	37	24	15	61	21
47	1/2/1992	Moscow		RUS	RUS	75	210	R	2011	7	205	Y	24	Alexey	Marchenko	DET	DET	D	65	 	 	66	2	9	5	11	-5
81	12/27/1990	Cap-Rouge	QC	CAN	CAN	69	174	R				Y	25	Jonathan	Marchessault	TBL	TBL	C/N	44	 	 	45	7	11	3	18	-10
52	2/18/1992	Kosice		SVK	SVK	76	201	L	2010	2	46		23	Martin	Marincin	TOR	TOR	D	64	 	 	65	1	6	3	7	-3
79	12/20/1978	Voskresensk		RUS	RUS	72	194	L	1998	6	162		37	Andrei	Markov	MTL	MTL	D	82	 	 	82	5	39	23	44	-6
12	9/15/1979	Aneroid	SK	CAN	CAN	74	220	L	1997	1	2		36	Patrick	Marleau	SJS	SJS	LW/RW	82	 	 	82	25	23	13	48	-22
19	4/23/1988	St. Louis	MO	USA	USA	75	230	L	2007	6	161		27	Patrick	Maroon	EDM	ANA; EDM	LW	56	16	 	72	12	15	7	27	-7
17	5/8/1989	Windsor	ON	CAN	CAN	75	220	L	2008	5	148		26	Matt	Martin	NYI	NYI	LW/RW	79	 	 	80	10	9	7	19	2
7	3/5/1981	Minneapolis	MN	USA	USA	73	200	L	2000	2	62		34	Paul	Martin	SJS	SJS	D	78	 	 	78	3	17	7	20	13
27	7/26/1987	Rochester Hills	MI	USA	USA	73	210	L	2007	4	95		28	Alec	Martinez	LAK	LAK	D	77	 	 	78	10	21	13	31	16
48	7/25/1992	Brandon	MB	CAN	CAN	72	202	L	2012	2	58	Y	23	Jordan	Martinook	ARI	ARI	LW/C	80	 	 	81	9	15	12	24	-9
27	6/13/1990	Bærum		NOR	NOR	75	220	L				Y	25	Andreas	Martinsen	COL	COL	LW	55	 	 	55	4	7	4	11	-4
53	9/20/1988	Bradford	ON	CAN	CAN	76	212	L					27	Brandon	Mashinter	CHI	CHI	LW	41	 	 	41	4	1	0	5	-7
56	2/27/1994	Pointe-Claire	QC	CAN	CAN	74	192	L	2012	1	23	Y	21	Michael	Matheson	FLA	FLA	D	3	 	 	3	0	0	0	0	1
21	2/23/1994	Chicago	IL	USA	USA	74	220	L	2012	1	29		21	Stefan	Matteau	MTL	NJD; MTL	C/LW	20	12	 	32	1	1	0	2	-13
18	2/19/1988	Mississauga	ON	CAN	CAN	76	231	L	2006	2	47		27	Shawn	Matthias	COL	TOR; COL	C/LW	51	20	 	71	12	16	8	28	-17
42	10/14/1992	St. Louis	MO	USA	USA	76	224	R	2011	2	34	Y	23	Scott	Mayfield	NYI	NYI	D	6	 	 	6	1	0	0	1	-4
5	2/25/1988	Edina	MN	USA	USA	73	193	R	2006	2	63		27	Jamie	McBain	LAK	LAK	D	43	 	 	44	2	7	3	9	2
29	10/12/1993	Eau Claire	WI	USA	USA	72	214	L	2012	2	44	Y	22	Jake	McCabe	BUF	BUF	D	77	 	 	77	4	10	7	14	6
91	5/31/1996	Stratford	ON	CAN	CAN	72	179	L	2014	1	24	Y	19	Jared	McCann	VAN	VAN	C	69	 	 	69	9	9	4	18	-6
34	3/7/1995	Grosse Pointe	MI	USA	USA	78	231	R	2013	1	25	Y	20	Michael	McCarron	MTL	MTL	RW	20	 	 	20	1	1	1	2	-10
17	8/9/1986	Boston	MA	USA	USA	73	195	L	2006	7	202		29	John	McCarthy	SJS	SJS	C/LW	1	 	 	1	0	0	0	0	0
18	3/2/1983	Kingston	ON	CAN	CAN	73	205	L	2001	2	57		32	Jay	McClement	CAR	CAR	C	76	 	 	77	3	8	7	11	-17
89	5/1/1992	De Pere	WI	USA	USA	71	188	L	2011	6	171	Y	23	Max	McCormick	OTT	OTT	RW/LW	20	 	 	20	2	2	0	4	-4
97	1/13/1997	Richmond Hill	ON	CAN	CAN	73	190	L	2015	1	1	Y	19	Connor	McDavid	EDM	EDM	C	44	 	 	45	16	32	16	48	-1
27	6/13/1989	St. Paul	MN	USA	USA	73	216	L	2007	1	12		26	Ryan	McDonagh	NYR	NYR	D	73	 	 	73	9	25	16	34	26
36	9/30/1984	Wethersfield	CT	USA	USA	74	219	R	2003	2	51		31	Colin	McDonald	PHI	PHI	RW	5	 	 	5	1	0	0	1	0
45	4/2/1992	Richmond Hill	ON	CAN	CAN	72	211	R	2010	2	33	Y	23	John	McFarland	FLA	FLA	LW/RW	3	 	 	3	0	0	0	0	-1
23	2/2/1994	Fergus	ON	CAN	CAN	72	185	L	2012	2	47	Y	22	Brock	McGinn	CAR	CAR	LW	21	 	 	21	3	1	0	4	-14
88	8/5/1988	Fergus	ON	CAN	CAN	73	205	L	2006	2	36		27	Jamie	McGinn	ANA	BUF; ANA	LW/RW	63	21	 	84	22	17	8	39	-7
44	7/29/1990	Fergus	ON	CAN	CAN	75	205	L	2010	4	119		25	Tye	McGinn	TBL	TBL	LW	2	 	 	2	0	0	0	0	0
